date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:09	21659/21659	---MCZ	200	added ('OK')	text/html	etag:W/%2244913d7844dabd8655f75544a7e004e1%22	https://www.serombadentals.com/dentures	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/dentures	(from https://www.serombadentals.com/)
17:06:10	1976892/1976892	---M--	200	added ('OK')	image/png	etag:%225000977f23f1a6c70c610b69b8d40205%22	https://www.serombadentals.com/service-dental-splinting-nairobi.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/service-dental-splinting-nairobi.png	(from https://www.serombadentals.com/)
17:06:11	21063/21063	---MCZ	200	added ('OK')	text/html	etag:W/%222efbff9f360b55f255cf79c79f869cd7%22	https://www.serombadentals.com/dental-splinting	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/dental-splinting	(from https://www.serombadentals.com/)
17:06:12	1898313/1898313	---M--	200	added ('OK')	image/png	etag:%22e1210b84cbdef373e3f8b9ae7aecd25d%22	https://www.serombadentals.com/service-pediatric-dentistry-nairobi.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/service-pediatric-dentistry-nairobi.png	(from https://www.serombadentals.com/)
17:06:12	23121/23121	---MCZ	200	added ('OK')	text/html	etag:W/%22ef35197686040c2b350451fd4c710cd0%22	https://www.serombadentals.com/pediatric-dentistry	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/pediatric-dentistry	(from https://www.serombadentals.com/)
17:06:12	3006/3006	---M--	200	added ('OK')	image/png	etag:%225ece035891136b059b4dcef66e03f991%22	https://www.serombadentals.com/old%20mutual.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/old%20mutual.png	(from https://www.serombadentals.com/)
17:06:13	40791/40791	---M--	200	added ('OK')	image/png	etag:%22e751edb26f53d2e16404aaf9cfa4ef37%22	https://www.serombadentals.com/mtiba.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/mtiba.png	(from https://www.serombadentals.com/)
17:06:14	2856/2856	---M--	200	added ('OK')	image/png	etag:%22a4edab60b4d7aa53ee2e06d9daa2a24c%22	https://www.serombadentals.com/Kenbright.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/Kenbright.png	(from https://www.serombadentals.com/)
17:06:14	28183/28183	---M--	200	added ('OK')	image/png	etag:%22a4a0475a11f48e1423aee752c5e616ff%22	https://www.serombadentals.com/britam.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/britam.png	(from https://www.serombadentals.com/)
17:06:15	12401/12401	---M--	200	added ('OK')	image/jpeg	etag:%222896f9201d962111793b0a21ad938e97%22	https://www.serombadentals.com/AAR-Insurance.jpg	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/AAR-Insurance.jpg	(from https://www.serombadentals.com/)
17:06:15	63427/63427	---M--	200	added ('OK')	image/png	etag:%225fe7bd688e2414e92c72208ba845f72f%22	https://www.serombadentals.com/APA-Insurance.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/APA-Insurance.png	(from https://www.serombadentals.com/)
17:06:16	27209/27209	---M--	200	added ('OK')	image/png	etag:%2279832ead527296195174f24e382441c7%22	https://www.serombadentals.com/pacis.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/pacis.png	(from https://www.serombadentals.com/)
17:06:17	4814/4814	---M--	200	added ('OK')	image/png	etag:%2251ec70e1be308519f67f991fd8efbeec%22	https://www.serombadentals.com/Kenya-Airways.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/Kenya-Airways.png	(from https://www.serombadentals.com/)
17:06:17	16934/16934	---M--	200	added ('OK')	image/png	etag:%22dd2e24d533999c8de5cd858e3cd02dc1%22	https://www.serombadentals.com/pioneer.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/pioneer.png	(from https://www.serombadentals.com/)
17:06:18	22859/22859	---M--	200	added ('OK')	image/png	etag:%229fc7f749f19cb9971271ec91633839c2%22	https://www.serombadentals.com/mua.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/mua.png	(from https://www.serombadentals.com/)
17:06:18	12534/12534	---M--	200	added ('OK')	image/png	etag:%225eb7b28ae10ae353be8847b633cee446%22	https://www.serombadentals.com/lucent.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/lucent.png	(from https://www.serombadentals.com/)
17:06:19	47805/47805	---M--	200	added ('OK')	image/png	etag:%22856ee87a1b999e49d29e2b3dcdf48d67%22	https://www.serombadentals.com/eabl.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/eabl.png	(from https://www.serombadentals.com/)
17:06:20	41150/41150	---M--	200	added ('OK')	image/jpeg	etag:%22aa82ca5d6a36f0e44554497b283c9ea9%22	https://www.serombadentals.com/heritage.jpg	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/heritage.jpg	(from https://www.serombadentals.com/)
17:06:20	10427/10427	---M--	200	added ('OK')	image/png	etag:%22ce2d4d6a8c19b9730182927a2ed09c09%22	https://www.serombadentals.com/mtn.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/mtn.png	(from https://www.serombadentals.com/)
17:06:21	34028/34028	---M--	200	added ('OK')	image/png	etag:%2239ebc9a1ca5c73ac9582be9e69abe5c7%22	https://www.serombadentals.com/liaison.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/liaison.png	(from https://www.serombadentals.com/)
17:06:21	67500/67500	---M--	200	added ('OK')	image/png	etag:%22a488c0634162309ccf334a78963c8bba%22	https://www.serombadentals.com/kenyanalliance.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/kenyanalliance.png	(from https://www.serombadentals.com/)
17:06:22	16517/16517	---M--	200	added ('OK')	image/png	etag:%225e8882c769f9f47689138597e133a9f0%22	https://www.serombadentals.com/cic.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/cic.png	(from https://www.serombadentals.com/)
17:06:22	20441/20441	---M--	200	added ('OK')	image/png	etag:%22566568dbce4d15e21090b3c7ea095cee%22	https://www.serombadentals.com/star.png	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/star.png	(from https://www.serombadentals.com/)
17:06:23	15441/15441	---M--	200	added ('OK')	image/jpeg	etag:%2216645d6b127fa6d915c24ca9780ccc64%22	https://www.serombadentals.com/equity-group.jpg	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/equity-group.jpg	(from https://www.serombadentals.com/)
17:06:24	641/641	---M--	200	added ('OK')	application/javascript	etag:%22c265b35f73ebe98a2e5ea6a335c4dc6a%22	https://www.serombadentals.com/footer-date.js	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/footer-date.js	(from https://www.serombadentals.com/)
17:06:25	11933/11933	---MCZ	200	added ('OK')	text/javascript	etag:W/%22cd8ec4bec5eec54d31ba20e29b9d996b%22	https://assets.calendly.com/assets/external/widget.js	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/assets.calendly.com/assets/external/widget.js	(from https://www.serombadentals.com/calendar)
17:06:26	50523/50523	---M--	200	added ('OK')	image/jpeg	etag:%227ad53cb51676fbebf9660c13d5efe299%22	https://www.serombadentals.com/gumcare.jpg	C:/My%20Web%20Sites/Deep%20Care%20Dental%20Clinic/www.serombadentals.com/gumcare.jpg	(from https://www.serombadentals.com/periodontal-care)
